"id","race","sex","age","juv_fel_count","juv_misd_count","priors_count","charge_id","charge_degree","compas_decile_score","two_year_recid","compas_guess","compas_correct","mturk_charge","drug_type","aggregated","weapon","drug_interaction"
375,1,0,30,0,0,4,159,1,2,0,0,1,"False Imprisonment",NA,"False Imprisonment",NA,NA
376,2,0,22,0,0,3,328,0,9,1,1,1,"Loitering",NA,"Loitering",NA,NA
377,1,1,24,0,0,1,45,0,7,1,1,1,"Battery",NA,"Battery",FALSE,NA
378,2,0,27,0,0,3,426,0,2,1,0,0,"Restraining Order Violation",NA,"Other",NA,NA
379,3,1,31,0,0,0,45,0,2,0,0,1,"Battery",NA,"Battery",FALSE,NA
381,3,0,23,0,0,1,28,1,6,1,1,1,"arrest case no charge",NA,"No Charge",NA,NA
382,1,1,23,0,0,5,28,1,5,1,1,1,"arrest case no charge",NA,"No Charge",NA,NA
383,3,0,24,0,0,0,283,0,8,0,1,0,"Possession of Cannabis/Marijuana","Cannabis/Marijuana","Drug-Related",NA,"Possession"
384,2,0,29,0,0,1,45,0,3,0,0,1,"Battery",NA,"Battery",FALSE,NA
385,2,0,20,0,0,1,71,1,8,1,1,1,"Carrying a Concealed Weapon",NA,"Carrying a Concealed Weapon",NA,NA
386,2,0,30,0,0,2,71,1,6,1,1,1,"Carrying a Concealed Weapon",NA,"Carrying a Concealed Weapon",NA,NA
389,6,0,39,0,0,0,384,1,1,0,0,1,"Throwing Deadly Missile",NA,"Other",NA,NA
390,2,0,27,0,0,4,28,1,4,0,0,1,"arrest case no charge",NA,"No Charge",NA,NA
392,1,0,31,0,0,2,28,0,4,0,0,1,"arrest case no charge",NA,"No Charge",NA,NA
393,2,1,37,0,0,2,28,1,1,0,0,1,"arrest case no charge",NA,"No Charge",NA,NA
396,2,0,20,0,0,0,292,1,8,0,1,0,"Burglary",NA,"Burglary",NA,NA
398,3,0,22,0,0,0,280,1,7,0,1,0,"Possession of Ecstasy","Ecstasy","Drug-Related",NA,"Possession"
399,2,1,52,0,0,0,58,1,1,0,0,1,"Burglary",NA,"Burglary",NA,NA
400,2,1,23,0,0,0,71,1,4,1,0,0,"Carrying a Concealed Weapon",NA,"Carrying a Concealed Weapon",NA,NA
402,2,1,48,0,0,0,15,1,2,0,0,1,"Assault with a Deadly Weapon",NA,"Assault",TRUE,NA
403,2,0,66,0,0,8,112,1,6,1,1,1,"Dealing Cocaine","Cocaine","Drug-Related",NA,"Dealing"
404,1,0,25,0,0,0,108,1,5,0,1,0,"Dealing Controlled Substances","Controlled Substance","Drug-Related",NA,"Dealing"
405,1,0,27,0,0,0,190,1,6,1,1,1,"Grand Theft",NA,"Robbery/Theft",FALSE,NA
406,2,0,30,0,0,11,404,1,7,1,1,1,"Fraud",NA,"Fraud/Forgery",NA,NA
407,2,0,22,0,1,3,45,0,10,1,1,1,"Battery",NA,"Battery",FALSE,NA
408,1,1,22,0,0,1,246,1,3,0,0,1,"Possession of Cannabis/Marijuana","Cannabis/Marijuana","Drug-Related",NA,"Possession"
409,2,0,35,0,0,2,28,1,10,0,1,0,"arrest case no charge",NA,"No Charge",NA,NA
410,1,0,32,0,0,2,28,1,4,0,0,1,"arrest case no charge",NA,"No Charge",NA,NA
411,2,1,41,0,0,2,49,0,3,0,0,1,"Battery",NA,"Battery",FALSE,NA
414,6,1,25,0,0,0,15,1,2,0,0,1,"Assault with a Deadly Weapon",NA,"Assault",TRUE,NA
415,2,0,44,0,0,24,240,0,7,0,1,0,"Driving with a Suspended License",NA,"Car Verification Violations",NA,NA
416,2,0,52,0,0,3,306,1,6,1,1,1,"Possession of Cocaine","Cocaine","Drug-Related",NA,"Possession"
417,2,0,43,0,0,0,169,1,1,0,0,1,"Battery",NA,"Battery",FALSE,NA
423,1,0,37,0,0,3,28,1,1,0,0,1,"arrest case no charge",NA,"No Charge",NA,NA
424,2,0,28,0,0,3,283,0,4,1,0,0,"Possession of Cannabis/Marijuana","Cannabis/Marijuana","Drug-Related",NA,"Possession"
425,1,0,70,0,0,1,45,0,1,0,0,1,"Battery",NA,"Battery",FALSE,NA
426,1,0,54,0,0,6,306,1,2,1,0,0,"Possession of Cocaine","Cocaine","Drug-Related",NA,"Possession"
428,1,0,46,0,0,3,28,1,4,0,0,1,"arrest case no charge",NA,"No Charge",NA,NA
429,2,0,21,0,0,0,242,0,9,1,1,1,"Theft",NA,"Robbery/Theft",FALSE,NA
430,2,0,26,0,0,1,45,0,8,1,1,1,"Battery",NA,"Battery",FALSE,NA
431,3,0,38,0,0,3,89,1,1,1,0,0,"Forgery",NA,"Fraud/Forgery",NA,NA
432,1,0,34,0,0,5,45,0,4,0,0,1,"Battery",NA,"Battery",FALSE,NA
434,2,0,19,0,0,1,190,1,5,1,1,1,"Grand Theft",NA,"Robbery/Theft",FALSE,NA
435,2,0,34,0,0,5,127,0,4,0,0,1,"Driving with a Suspended License",NA,"Car Verification Violations",NA,NA
437,1,0,23,0,0,0,15,1,5,1,1,1,"Assault with a Deadly Weapon",NA,"Assault",TRUE,NA
438,2,0,34,0,0,5,319,1,4,1,0,0,"Possession of Oxycodone","Oxycodone","Drug-Related",NA,"Possession"
439,2,0,30,0,0,2,28,1,1,0,0,1,"arrest case no charge",NA,"No Charge",NA,NA
440,2,0,39,0,0,6,21,1,3,1,0,0,"Assault",NA,"Assault",FALSE,NA
441,6,0,24,0,0,0,156,1,3,0,0,1,"Theft",NA,"Robbery/Theft",FALSE,NA
442,1,0,33,0,0,1,128,0,3,1,0,0,"Driving Under the Influence",NA,"DUI",NA,NA
445,1,0,58,0,0,2,8,1,3,0,0,1,"Assault",NA,"Assault",FALSE,NA
446,2,1,21,0,0,0,45,0,6,0,1,0,"Battery",NA,"Battery",FALSE,NA
450,2,0,21,0,0,1,42,1,5,0,1,0,"Robbery",NA,"Robbery/Theft",FALSE,NA
451,2,0,23,0,0,4,283,0,8,1,1,1,"Possession of Cannabis/Marijuana","Cannabis/Marijuana","Drug-Related",NA,"Possession"
452,1,0,62,0,0,0,159,1,1,0,0,1,"False Imprisonment",NA,"False Imprisonment",NA,NA
454,2,0,27,1,0,4,283,0,8,1,1,1,"Possession of Cannabis/Marijuana","Cannabis/Marijuana","Drug-Related",NA,"Possession"
456,1,0,37,0,0,5,49,1,3,0,0,1,"Battery",NA,"Battery",FALSE,NA
457,6,0,43,0,0,2,190,1,2,1,0,0,"Grand Theft",NA,"Robbery/Theft",FALSE,NA
459,2,1,32,0,0,5,10,1,1,0,0,1,"Battery with a Deadly Weapon",NA,"Battery",TRUE,NA
461,3,0,23,0,0,0,58,1,3,0,0,1,"Burglary",NA,"Burglary",NA,NA
462,2,0,27,0,0,0,45,0,1,0,0,1,"Battery",NA,"Battery",FALSE,NA
463,1,0,44,0,0,0,45,0,1,1,0,0,"Battery",NA,"Battery",FALSE,NA
464,1,0,28,0,0,3,45,0,3,1,0,0,"Battery",NA,"Battery",FALSE,NA
465,1,1,42,0,0,0,306,1,2,0,0,1,"Possession of Cocaine","Cocaine","Drug-Related",NA,"Possession"
467,6,0,24,0,1,9,336,1,10,1,1,1,"Resisting an Officer with Violence",NA,"Resisting",NA,NA
468,2,0,27,0,0,0,10,1,2,0,0,1,"Battery with a Deadly Weapon",NA,"Battery",TRUE,NA
469,2,0,20,0,0,0,186,1,10,1,1,1,"Grand Theft",NA,"Robbery/Theft",FALSE,NA
474,1,1,51,0,0,0,49,0,1,0,0,1,"Battery",NA,"Battery",FALSE,NA
475,1,0,56,0,0,0,50,0,1,0,0,1,"Battery",NA,"Battery",FALSE,NA
478,2,0,29,0,0,7,28,1,9,0,1,0,"arrest case no charge",NA,"No Charge",NA,NA
480,2,0,20,0,0,0,190,1,9,1,1,1,"Grand Theft",NA,"Robbery/Theft",FALSE,NA
481,1,0,53,0,0,6,28,1,1,0,0,1,"arrest case no charge",NA,"No Charge",NA,NA
484,1,0,27,0,0,8,28,1,5,0,1,0,"arrest case no charge",NA,"No Charge",NA,NA
485,2,0,24,0,1,2,64,1,9,1,1,1,"Burglary",NA,"Burglary",NA,NA
487,1,0,53,0,0,36,85,1,6,1,1,1,"Threatening a Public Servant",NA,"Threatening a Public Servant",NA,NA
489,1,0,28,0,0,2,45,0,3,1,0,0,"Battery",NA,"Battery",FALSE,NA
493,2,0,45,0,0,1,89,1,1,0,0,1,"Forgery",NA,"Fraud/Forgery",NA,NA
494,3,0,21,0,1,3,190,1,5,0,1,0,"Grand Theft",NA,"Robbery/Theft",FALSE,NA
495,2,1,36,0,0,0,10,1,7,0,1,0,"Battery with a Deadly Weapon",NA,"Battery",TRUE,NA
496,1,1,25,0,0,2,242,0,4,1,0,0,"Theft",NA,"Robbery/Theft",FALSE,NA
497,3,1,23,0,0,1,239,0,3,0,0,1,"Operating a Vehicle without a Valid Drivers License",NA,"Car Verification Violations",NA,NA
499,1,0,28,0,0,1,246,1,5,0,1,0,"Possession of Cannabis/Marijuana","Cannabis/Marijuana","Drug-Related",NA,"Possession"
500,2,1,21,0,0,0,344,1,8,1,1,1,"Robbery",NA,"Robbery/Theft",FALSE,NA
501,1,0,36,0,0,0,423,0,3,0,0,1,"Domestic Violence",NA,"Abuse",NA,NA
502,2,0,24,0,0,0,190,1,3,0,0,1,"Grand Theft",NA,"Robbery/Theft",FALSE,NA
503,2,0,28,0,0,3,28,1,6,1,1,1,"arrest case no charge",NA,"No Charge",NA,NA
504,6,0,30,0,0,1,28,1,2,1,0,0,"arrest case no charge",NA,"No Charge",NA,NA
505,2,0,29,0,0,0,15,1,1,0,0,1,"Assault with a Deadly Weapon",NA,"Assault",TRUE,NA
509,1,1,30,0,0,0,45,0,6,0,1,0,"Battery",NA,"Battery",FALSE,NA
510,3,0,51,0,0,1,31,0,1,0,0,1,"Assault",NA,"Assault",FALSE,NA
511,6,0,33,0,0,3,169,1,1,0,0,1,"Battery",NA,"Battery",FALSE,NA
512,2,1,25,0,0,2,28,1,6,0,1,0,"arrest case no charge",NA,"No Charge",NA,NA
516,2,0,32,0,1,12,28,1,9,1,1,1,"arrest case no charge",NA,"No Charge",NA,NA
517,2,0,23,0,0,1,190,1,6,0,1,0,"Grand Theft",NA,"Robbery/Theft",FALSE,NA
518,2,0,47,0,0,3,292,1,3,0,0,1,"Burglary",NA,"Burglary",NA,NA
521,3,1,32,0,0,1,306,1,3,1,0,0,"Possession of Cocaine","Cocaine","Drug-Related",NA,"Possession"
522,1,0,37,0,0,0,181,1,1,0,0,1,"Fraud",NA,"Fraud/Forgery",NA,NA
523,2,0,19,0,2,2,268,1,10,1,1,1,"Possession of a Controlled Substance","Controlled Substance","Drug-Related",NA,"Possession"
524,3,0,27,0,0,0,45,0,8,0,1,0,"Battery",NA,"Battery",FALSE,NA
525,6,0,39,0,0,0,45,0,1,0,0,1,"Battery",NA,"Battery",FALSE,NA
526,1,1,21,0,0,0,306,1,6,0,1,0,"Possession of Cocaine","Cocaine","Drug-Related",NA,"Possession"
527,1,0,69,0,0,0,15,0,1,0,0,1,"Assault with a Deadly Weapon",NA,"Assault",TRUE,NA
530,1,0,21,0,0,2,28,1,6,0,1,0,"arrest case no charge",NA,"No Charge",NA,NA
531,2,0,26,0,0,6,45,0,10,1,1,1,"Battery",NA,"Battery",FALSE,NA
532,1,0,22,0,0,0,306,1,4,0,0,1,"Possession of Cocaine","Cocaine","Drug-Related",NA,"Possession"
533,2,1,23,0,0,0,129,1,5,1,1,1,"Driving with a Revoked License",NA,"Car Verification Violations",NA,NA
537,2,0,49,0,0,3,186,1,5,0,1,0,"Grand Theft",NA,"Robbery/Theft",FALSE,NA
538,2,0,29,0,0,2,45,0,4,0,0,1,"Battery",NA,"Battery",FALSE,NA
540,1,1,60,0,0,0,45,0,1,0,0,1,"Battery",NA,"Battery",FALSE,NA
541,2,1,26,0,0,0,28,0,10,0,1,0,"arrest case no charge",NA,"No Charge",NA,NA
542,2,0,23,2,0,3,280,1,10,1,1,1,"Possession of Ecstasy","Ecstasy","Drug-Related",NA,"Possession"
543,3,0,34,0,0,2,28,0,5,1,1,1,"arrest case no charge",NA,"No Charge",NA,NA
545,6,1,20,1,0,1,28,1,4,0,0,1,"arrest case no charge",NA,"No Charge",NA,NA
546,3,0,36,0,0,1,176,1,3,0,0,1,"Driving Under the Influence",NA,"DUI",NA,NA
547,1,0,30,0,0,0,306,1,4,0,0,1,"Possession of Cocaine","Cocaine","Drug-Related",NA,"Possession"
548,2,0,21,0,1,1,190,1,3,0,0,1,"Grand Theft",NA,"Robbery/Theft",FALSE,NA
552,1,0,22,0,0,2,283,0,6,1,1,1,"Possession of Cannabis/Marijuana","Cannabis/Marijuana","Drug-Related",NA,"Possession"
553,2,0,57,0,0,18,28,1,8,0,1,0,"arrest case no charge",NA,"No Charge",NA,NA
557,2,0,21,0,0,4,28,1,9,1,1,1,"arrest case no charge",NA,"No Charge",NA,NA
558,2,0,21,0,0,0,64,1,5,1,1,1,"Burglary",NA,"Burglary",NA,NA
561,1,0,34,0,0,1,45,0,1,0,0,1,"Battery",NA,"Battery",FALSE,NA
563,1,1,50,0,0,1,45,0,1,1,0,0,"Battery",NA,"Battery",FALSE,NA
565,1,0,40,0,0,0,28,1,7,1,1,1,"arrest case no charge",NA,"No Charge",NA,NA
566,2,0,25,0,0,7,377,1,8,1,1,1,"Tampering with a Witness",NA,"Obstruction of Justice",NA,NA
567,1,1,53,0,0,1,45,0,1,0,0,1,"Battery",NA,"Battery",FALSE,NA
569,2,1,24,0,0,0,15,1,4,0,0,1,"Assault with a Deadly Weapon",NA,"Assault",TRUE,NA
572,2,0,42,0,0,1,28,1,1,0,0,1,"arrest case no charge",NA,"No Charge",NA,NA
573,2,0,28,0,0,1,45,0,3,0,0,1,"Battery",NA,"Battery",FALSE,NA
574,1,0,24,0,0,1,123,0,4,0,0,1,"Disorderly Intoxication",NA,"Non-DUI, Alcohol-Related",NA,NA
576,2,0,26,1,1,6,342,1,8,1,1,1,"Robbery",NA,"Robbery/Theft",FALSE,NA
579,2,0,22,0,0,4,190,1,9,1,1,1,"Grand Theft",NA,"Robbery/Theft",FALSE,NA
580,1,0,21,0,0,3,28,0,7,0,1,0,"arrest case no charge",NA,"No Charge",NA,NA
581,2,0,37,0,0,23,49,1,9,1,1,1,"Battery",NA,"Battery",FALSE,NA
584,2,0,35,0,0,2,303,1,5,0,1,0,"Possession of Cannabis/Marijuana","Cannabis/Marijuana","Drug-Related",NA,"Possession"
586,2,0,53,0,0,2,172,1,1,0,0,1,"Driving with a Suspended License",NA,"Car Verification Violations",NA,NA
587,2,0,60,0,0,1,28,1,1,0,0,1,"arrest case no charge",NA,"No Charge",NA,NA
588,2,0,29,0,0,7,306,1,4,0,0,1,"Possession of Cocaine","Cocaine","Drug-Related",NA,"Possession"
590,1,0,48,1,0,23,175,1,8,1,1,1,"Theft",NA,"Robbery/Theft",FALSE,NA
594,1,1,52,0,0,0,45,0,1,0,0,1,"Battery",NA,"Battery",FALSE,NA
597,2,0,27,0,0,12,129,1,8,1,1,1,"Driving with a Revoked License",NA,"Car Verification Violations",NA,NA
598,2,0,28,0,0,5,28,1,9,0,1,0,"arrest case no charge",NA,"No Charge",NA,NA
599,1,0,33,0,0,3,45,0,3,0,0,1,"Battery",NA,"Battery",FALSE,NA
600,3,1,28,0,0,0,28,1,2,0,0,1,"arrest case no charge",NA,"No Charge",NA,NA
601,1,0,47,0,0,5,306,1,10,1,1,1,"Possession of Cocaine","Cocaine","Drug-Related",NA,"Possession"
602,2,0,36,0,0,14,383,1,7,1,1,1,"Throwing Deadly Missile",NA,"Other",NA,NA
603,2,0,29,1,0,2,21,1,5,0,1,0,"Assault",NA,"Assault",FALSE,NA
604,2,0,22,0,0,0,410,0,9,1,1,1,"Fraud",NA,"Fraud/Forgery",NA,NA
605,2,0,26,0,0,6,252,1,7,0,1,0,"Possession of Cocaine","Cocaine","Drug-Related",NA,"Possession"
608,1,0,25,0,0,0,336,1,2,0,0,1,"Resisting an Officer with Violence",NA,"Resisting",NA,NA
609,1,0,68,0,0,2,15,1,1,0,0,1,"Assault with a Deadly Weapon",NA,"Assault",TRUE,NA
611,2,0,56,0,0,5,129,1,3,0,0,1,"Driving with a Revoked License",NA,"Car Verification Violations",NA,NA
612,2,0,27,0,0,9,21,1,8,1,1,1,"Assault",NA,"Assault",FALSE,NA
613,1,0,52,0,0,4,190,1,1,1,0,0,"Grand Theft",NA,"Robbery/Theft",FALSE,NA
616,2,0,32,0,0,3,49,1,2,0,0,1,"Battery",NA,"Battery",FALSE,NA
617,6,0,60,0,0,4,28,1,1,0,0,1,"arrest case no charge",NA,"No Charge",NA,NA
621,3,0,23,0,0,1,144,0,3,0,0,1,"Child Abuse",NA,"Abuse",NA,NA
622,1,1,39,0,0,0,123,0,6,0,1,0,"Disorderly Intoxication",NA,"Non-DUI, Alcohol-Related",NA,NA
623,1,0,56,0,0,0,45,0,1,0,0,1,"Battery",NA,"Battery",FALSE,NA
624,2,1,22,0,0,0,280,1,7,0,1,0,"Possession of Ecstasy","Ecstasy","Drug-Related",NA,"Possession"
625,2,1,27,0,0,1,417,1,2,1,0,0,"Forgery",NA,"Fraud/Forgery",NA,NA
627,2,0,53,0,0,11,28,1,6,0,1,0,"arrest case no charge",NA,"No Charge",NA,NA
628,1,0,25,0,0,0,128,0,2,1,0,0,"Driving Under the Influence",NA,"DUI",NA,NA
629,3,0,21,0,0,0,45,0,3,0,0,1,"Battery",NA,"Battery",FALSE,NA
630,1,0,22,0,0,0,209,1,3,0,0,1,"Fleeing the Scene of an Accident",NA,"Fleeing and Aiding Escape",NA,NA
633,1,1,58,0,0,2,134,0,1,0,0,1,"Driving Under the Influence",NA,"DUI",NA,NA
635,2,0,31,0,0,7,21,0,3,1,0,0,"Assault",NA,"Assault",FALSE,NA
637,1,0,22,0,0,1,163,1,5,1,1,1,"Fraud",NA,"Fraud/Forgery",NA,NA
638,2,0,28,0,0,8,418,1,6,1,1,1,"Forgery",NA,"Fraud/Forgery",NA,NA
639,6,0,42,0,0,1,28,1,1,0,0,1,"arrest case no charge",NA,"No Charge",NA,NA
640,2,0,20,0,0,0,186,1,7,1,1,1,"Grand Theft",NA,"Robbery/Theft",FALSE,NA
641,1,0,29,0,0,0,45,0,6,1,1,1,"Battery",NA,"Battery",FALSE,NA
643,2,0,29,0,0,8,28,1,10,0,1,0,"arrest case no charge",NA,"No Charge",NA,NA
644,2,0,58,0,0,21,28,0,7,1,1,1,"arrest case no charge",NA,"No Charge",NA,NA
645,2,0,22,0,0,3,190,1,7,0,1,0,"Grand Theft",NA,"Robbery/Theft",FALSE,NA
646,3,0,48,0,0,1,239,0,1,1,0,0,"Operating a Vehicle without a Valid Drivers License",NA,"Car Verification Violations",NA,NA
647,1,0,37,0,0,0,90,1,4,0,0,1,"Criminal Damage of more than $1000",NA,"Criminal Damage",NA,NA
648,2,0,57,0,0,1,175,1,5,1,1,1,"Theft",NA,"Robbery/Theft",FALSE,NA
649,1,0,27,0,0,3,180,0,1,0,0,1,"Fleeing a Law Enforcement Officer",NA,"Fleeing and Aiding Escape",NA,NA
651,2,0,26,0,0,3,65,1,4,0,0,1,"Burglary",NA,"Burglary",NA,NA
653,1,0,24,0,1,3,280,1,8,1,1,1,"Possession of Ecstasy","Ecstasy","Drug-Related",NA,"Possession"
654,1,0,33,0,0,0,21,1,1,0,0,1,"Assault",NA,"Assault",FALSE,NA
656,2,0,29,0,0,2,28,1,6,0,1,0,"arrest case no charge",NA,"No Charge",NA,NA
657,2,1,24,0,0,3,190,1,10,1,1,1,"Grand Theft",NA,"Robbery/Theft",FALSE,NA
659,1,0,19,0,0,1,169,1,10,1,1,1,"Battery",NA,"Battery",FALSE,NA
660,1,0,36,0,0,2,45,0,1,0,0,1,"Battery",NA,"Battery",FALSE,NA
662,1,1,24,0,0,0,280,1,5,0,1,0,"Possession of Ecstasy","Ecstasy","Drug-Related",NA,"Possession"
664,1,0,34,0,0,0,133,0,1,0,0,1,"Driving Under the Influence",NA,"DUI",NA,NA
668,3,0,25,0,0,2,28,1,5,1,1,1,"arrest case no charge",NA,"No Charge",NA,NA
669,2,0,20,1,0,1,28,1,10,1,1,1,"arrest case no charge",NA,"No Charge",NA,NA
673,3,0,28,0,0,2,28,0,5,1,1,1,"arrest case no charge",NA,"No Charge",NA,NA
674,2,0,24,0,0,1,45,0,2,1,0,0,"Battery",NA,"Battery",FALSE,NA
675,1,0,61,0,0,4,28,1,1,0,0,1,"arrest case no charge",NA,"No Charge",NA,NA
678,2,1,50,0,0,3,15,1,2,0,0,1,"Assault with a Deadly Weapon",NA,"Assault",TRUE,NA
679,2,0,30,0,0,1,45,0,1,0,0,1,"Battery",NA,"Battery",FALSE,NA
680,2,0,38,0,0,5,303,1,3,0,0,1,"Possession of Cannabis/Marijuana","Cannabis/Marijuana","Drug-Related",NA,"Possession"
681,1,0,24,0,0,0,45,0,1,0,0,1,"Battery",NA,"Battery",FALSE,NA
684,2,0,45,0,0,16,28,1,2,0,0,1,"arrest case no charge",NA,"No Charge",NA,NA
685,2,1,46,0,0,2,190,1,10,1,1,1,"Grand Theft",NA,"Robbery/Theft",FALSE,NA
686,1,0,41,0,0,0,45,0,1,1,0,0,"Battery",NA,"Battery",FALSE,NA
687,6,0,20,0,0,0,306,1,8,1,1,1,"Possession of Cocaine","Cocaine","Drug-Related",NA,"Possession"
688,2,0,27,0,0,13,283,0,8,1,1,1,"Possession of Cannabis/Marijuana","Cannabis/Marijuana","Drug-Related",NA,"Possession"
689,2,1,51,0,0,16,306,1,8,0,1,0,"Possession of Cocaine","Cocaine","Drug-Related",NA,"Possession"
691,2,0,26,0,0,1,45,0,6,1,1,1,"Battery",NA,"Battery",FALSE,NA
692,2,0,29,0,0,3,309,1,5,1,1,1,"Possession of a Controlled Substance","Controlled Substance","Drug-Related",NA,"Possession"
693,1,0,52,0,0,6,190,1,5,1,1,1,"Grand Theft",NA,"Robbery/Theft",FALSE,NA
694,1,0,28,0,0,1,6,1,4,1,0,0,"Battery",NA,"Battery",FALSE,NA
696,5,1,34,0,0,4,28,1,7,1,1,1,"arrest case no charge",NA,"No Charge",NA,NA
697,2,0,55,0,0,5,175,1,3,1,0,0,"Theft",NA,"Robbery/Theft",FALSE,NA
700,2,0,26,1,1,10,18,1,9,1,1,1,"Battery",NA,"Battery",FALSE,NA
701,2,0,28,0,0,5,297,1,10,0,1,0,"Possession of a Controlled Substance","Controlled Substance","Drug-Related",NA,"Possession"
703,1,0,63,0,0,2,174,1,1,0,0,1,"Driving Under the Influence",NA,"DUI",NA,NA
704,2,0,42,0,0,0,16,1,1,0,0,1,"Assault with a Deadly Weapon",NA,"Assault",TRUE,NA
707,2,0,23,1,2,6,129,1,6,0,1,0,"Driving with a Revoked License",NA,"Car Verification Violations",NA,NA
708,2,0,54,0,0,28,306,1,9,1,1,1,"Possession of Cocaine","Cocaine","Drug-Related",NA,"Possession"
709,2,0,35,0,0,8,170,1,7,1,1,1,"Battery",NA,"Battery",FALSE,NA
711,2,1,24,1,0,6,28,1,9,1,1,1,"arrest case no charge",NA,"No Charge",NA,NA
712,2,0,54,0,0,2,45,0,1,0,0,1,"Battery",NA,"Battery",FALSE,NA
713,2,0,58,0,0,12,133,0,6,1,1,1,"Driving Under the Influence",NA,"DUI",NA,NA
715,1,0,23,0,0,1,337,0,5,1,1,1,"Resisting an Officer",NA,"Resisting",NA,NA
716,2,0,35,0,0,1,45,0,2,0,0,1,"Battery",NA,"Battery",FALSE,NA
718,2,0,20,0,0,1,183,1,10,1,1,1,"Fraud",NA,"Fraud/Forgery",NA,NA
720,1,0,51,0,0,0,169,1,1,0,0,1,"Battery",NA,"Battery",FALSE,NA
721,3,0,24,0,0,0,248,1,10,0,1,0,"Possession of Ecstasy","Ecstasy","Drug-Related",NA,"Possession"
722,1,0,37,0,0,3,306,1,2,0,0,1,"Possession of Cocaine","Cocaine","Drug-Related",NA,"Possession"
724,1,0,47,0,0,3,126,1,1,0,0,1,"Driving with a Suspended License",NA,"Car Verification Violations",NA,NA
726,1,0,34,0,0,4,303,1,6,1,1,1,"Possession of Cannabis/Marijuana","Cannabis/Marijuana","Drug-Related",NA,"Possession"
727,1,0,56,0,0,0,190,1,1,0,0,1,"Grand Theft",NA,"Robbery/Theft",FALSE,NA
728,3,0,34,0,0,4,61,1,1,1,0,0,"Burglary",NA,"Burglary",NA,NA
729,1,0,59,0,0,1,60,1,1,1,0,0,"Burglary",NA,"Burglary",NA,NA
730,4,0,35,0,0,0,64,1,6,0,1,0,"Burglary",NA,"Burglary",NA,NA
731,3,0,58,0,0,1,292,1,1,0,0,1,"Burglary",NA,"Burglary",NA,NA
732,3,0,29,0,0,2,128,0,4,0,0,1,"Driving Under the Influence",NA,"DUI",NA,NA
737,1,1,24,0,0,6,253,1,9,1,1,1,"Possession of a Controlled Substance","Controlled Substance","Drug-Related",NA,"Possession"
738,1,0,21,0,0,2,31,0,9,1,1,1,"Assault",NA,"Assault",FALSE,NA
739,2,0,26,0,0,2,28,0,9,0,1,0,"arrest case no charge",NA,"No Charge",NA,NA
740,4,0,50,0,0,5,129,1,7,1,1,1,"Driving with a Revoked License",NA,"Car Verification Violations",NA,NA
743,2,0,26,0,0,1,72,1,2,0,0,1,"Fraud",NA,"Fraud/Forgery",NA,NA
745,1,1,30,0,0,0,128,0,2,0,0,1,"Driving Under the Influence",NA,"DUI",NA,NA
750,1,0,29,0,0,6,28,1,9,1,1,1,"arrest case no charge",NA,"No Charge",NA,NA
752,1,0,29,0,0,0,45,0,4,1,0,0,"Battery",NA,"Battery",FALSE,NA
753,2,0,54,0,0,0,45,0,1,0,0,1,"Battery",NA,"Battery",FALSE,NA
754,2,0,29,0,0,4,163,1,4,1,0,0,"Fraud",NA,"Fraud/Forgery",NA,NA
756,1,1,59,0,0,0,134,0,1,0,0,1,"Driving Under the Influence",NA,"DUI",NA,NA
757,2,0,38,0,0,0,379,1,5,0,1,0,"Tampering With Physical Evidence",NA,"Obstruction of Justice",NA,NA
758,3,1,22,0,0,2,306,1,5,1,1,1,"Possession of Cocaine","Cocaine","Drug-Related",NA,"Possession"
760,2,0,29,0,0,4,28,1,7,1,1,1,"arrest case no charge",NA,"No Charge",NA,NA
762,1,0,27,0,0,1,240,0,3,1,0,0,"Driving with a Suspended License",NA,"Car Verification Violations",NA,NA
763,3,0,26,0,0,7,15,1,5,1,1,1,"Assault with a Deadly Weapon",NA,"Assault",TRUE,NA
764,3,0,52,0,0,20,158,1,3,0,0,1,"False 911 Call",NA,"Other",NA,NA
765,2,0,66,0,0,33,90,1,6,1,1,1,"Criminal Damage of more than $1000",NA,"Criminal Damage",NA,NA
769,1,0,27,0,0,2,306,1,5,0,1,0,"Possession of Cocaine","Cocaine","Drug-Related",NA,"Possession"
770,1,0,51,0,0,1,134,0,1,0,0,1,"Driving Under the Influence",NA,"DUI",NA,NA
771,1,0,35,0,0,1,28,1,2,0,0,1,"arrest case no charge",NA,"No Charge",NA,NA
774,2,0,26,0,0,1,379,1,7,0,1,0,"Tampering With Physical Evidence",NA,"Obstruction of Justice",NA,NA
775,1,0,52,0,0,4,45,0,3,0,0,1,"Battery",NA,"Battery",FALSE,NA
779,2,1,35,0,0,12,374,0,2,0,0,1,"Driving with a Suspended License",NA,"Car Verification Violations",NA,NA
781,6,0,48,0,0,12,16,1,5,0,1,0,"Assault with a Deadly Weapon",NA,"Assault",TRUE,NA
785,2,1,26,0,0,0,45,0,2,0,0,1,"Battery",NA,"Battery",FALSE,NA
786,1,1,48,0,0,0,207,0,1,0,0,1,"Fleeing the Scene of an Accident",NA,"Fleeing and Aiding Escape",NA,NA
787,3,0,30,0,0,7,45,0,4,0,0,1,"Battery",NA,"Battery",FALSE,NA
